Label (1 = metaphor / 0 = literal)	Sentence
1	Another regular , bundled in a brown cape , his feet wrapped in cloth , was seen touching all the bread in the basket `` hoping no one else will eat it , '' says Mrs. Howell 
1	Out-of-home entertainment -- such as films , sporting events , eating out , dancing , theater , shopping and amusement parks -- was a leisure-time activity for 43 % of respondents . -LRB- The survey included multiple responses. -RRB-/-RRB-
1	Mr. Hudson hears that the Chinese eat the things , and someone 's looking into it 
1	Thierry Liebaut , director of development for a French media group , says if he had to pay top price for it in a restaurant , `` I would make the chef eat the tubes . ''/''
1	The honor of these Pulitzer-predators will be vindicated only if Mr. Anderson does all sorts of demeaning acts pursuant to article 48a of the Civil Code of California , mostly in the order of eating humble pie 
1	`` I thought I was eating him alive , '' recalled a rueful Mr. Bailey of a long-ago debate 
1	Washington then all but put the game away by eating more than six minutes of the clock , and caging the Bears deep in their own end , with a drive in which Williams completed two third-down passes 
1	I smoke too much , am constantly coughing , never eat , always sit around in a daze 
1	The first two days , Dr. Kroll collapsed into his sleeping bag and had to be awakened to eat 
1	Here , they can eat gourmet kosher food and swim at a beach that is partitioned with a curtain -- one side for men , the other for women 
1	Indiana Rep. Andrew Jacobs , a Democrat who 's neutral in the presidential-nomination contest , says Mr. Gephardt reminds him of a time in his life when he had to eat a lot of dinners at a drive-in restaurant 
1	`` We 've got the kids , plus all their teen-age friends who do nothing but eat 
1	The Pac Man defense is named after the video game in which characters try to eat other characters before they get eaten themselves 
1	`` Suddenly with Monday , they not only had to do an enormous amount of selling , they had an enormous holdover , and the front-runners just ate them alive , '' said Mr. Kirby 
1	Practically all worried that inflation and health-care costs would eat into retirement income and living standards 
1	The toughest part of dieting is n't watching what you eat -- it 's watching what your friends eat 
1	If it sells , I 'll be the first one to eat my hat . ''/''
1	Only 3 % were eating out more often , while 81 % report no change 
1	And they export 100 , 000 a year , on the hoof , to the Italians and the French , who eat them 
1	Naturally , in keeping with local custom , we eat sumptuously and talk about food 
1	The latter cells act normally as scavengers that eat up invading organisms , but also may be responsible for cell-to-cell infection of the AIDS virus 
1	They will eat crow for what they have been saying 
1	Long renowned with East Germany for its relatively respectable economic performance , Czechoslovakia has lately been displaying worrying symptoms of the ills that have , in fact , long been eating away at its core 
1	When the three policemen asked Patrick Nyuka for his notes from a political rally , he did what any reporter for the Saamstaan newspaper would do: He ate them 
1	To air fresh shows through June , `` we 'd have to eat the second showing of some episodes , '' he said , which would cause a financial hit 
1	`` This is why some animals eat their young , '' she quips 
1	General Mills also is eating into the microwaveable cake business , which Pillsbury pioneered 
1	"Here is how it works: Conventional plastics are composed of repeating hydrocarbon molecules , called polymers , which are derived from petroleum . -LRB- The lengthy chains are too long for micro-organisms to eat ; that is what makes plastic so resistant to decay. -RRB-/-RRB-"
1	But for small companies , the costs eat up a much larger percentage of revenue 
1	That 's because the auto shop decided to eat its words 
1	Owning a small business is like eating our fiery salsa: It can bring tears to your eyes , but it 's also tremendously enjoyable 
1	And these come at a time when cutbacks in a variety of other social programs , from housing to medicine , are eating into the food budget of the poor 
1	The Pac-Man defense -- first used during the battle between Martin Marietta Corp. and Bendix Corp. in 1982 -- is named after the video game in which characters try to eat other characters before they get eaten themselves 
1	More than one-third of smokers said they never ate breakfast , compared with 18 % of those who had never smoked 
1	It just eats your soul . ''/''
1	`` We are ready to eat leaves , '' Mr. al-Khayil says , gesturing at his blossoming grape arbors 
1	And here I thought I had a good collection of stories to tell about working and traveling in China: The tasty casserole made of inch-long sand worms -LRB- `` shachong '' -RRB- I ate in rural Guangdong , the dogs , cats and snakes being butchered for wintertime eating at Canton 's Qingping Market , the tapped phones , the disgruntled Communist Party cadre , the rich farmer who built three houses in rural Quangdong -- all were grist for dinner-party conversations 
1	But few people know what happens when cows eat chocolate candy bars 
1	`` If you put a pile of candy bars out in a pasture , '' Mr. Flickinger says , `` they 'd go eat themselves to death . ''/''
1	I tell them I sleep , eat and watch TV , and they write it down 
1	The '70s had weirdo programs -LRB- `` Real People '' once aired a segment on a man who ate dirt -RRB- 
1	He sees Congress eating away at a president 's ability to act decisively on issues foreign and domestic , so he calls for changes: reducing the number of congressional committees overseeing intelligence matters , challenging the War Powers Act and instituting a line-item veto 
1	Jeremy says he spends every night of the week at the mall , where he usually eats dinner 
1	When Chief Gates plowed into the front room , which also served as a play area , the only people inside were two women and three small children , two of whom were eating ice cream 
1	But the West can also act in ways that will make things easier for Mr. Gorbachev to have his cake and eat it , too -- by granting him , in return for no more than that old favorite `` a relaxation of tension , '' concessions and advantages that will serve as functional substitutes for reform 
1	Many fish shooters do n't eat what they catch 
1	Once assembled , the army ate him out of house and home , consuming up to 10 , 000 pounds of hay and 700 pounds of corn a day 
1	With its latest acquisition , Cartier , which is 46.8 % -owned by Rothmans International PLC of Britain , will control more than 40 % of the $ 2.2 billion international luxury-watch market and aims to eat into the market share of the other leader , Rolex , Mr. Perrin said 
1	Then , the children ate . ''/''
1	In New York City , three Russian immigrants -- one man last year and an elderly couple in 1985 -- died of botulism after eating kapchunka , a salted , ungutted whitefish 
1	The act was as unnatural for him as eating pork , he told a friend 
1	`` Human rights , '' she says , eating a tomato of her own 
1	Asked about the resonating valence bond theory of superconductivity , one of the Enquirer 's young female sources comments , `` RVB is like . .. when you eat thallium and your boyfriend eats thorium . .. and then you kiss . ''/''
0	Richard DeVane , president of the company 's fossil systems business , said it appears that oxygen in the fresh air combined with either sulfur , zinc or chloride to produce an oxide that ate away the boiler wall 's iron-oxide protective coating 
0	At the Houston Petroleum Club , industry officials could n't eat lunch of late without discussing speculation that Exxon was going to walk away with all of the Tenneco properties 
0	It started in late August when supporters concerned with Mr. Chavez 's health were urging him to eat 
0	But I 'll tell you this: I have n't had a cold since I ate it 
0	The chemicals , widely used in refrigerants and styrofoam , are suspected of eating away the Earth 's protective ozone layer 
0	Bachelor 's diet: You only eat half of everything you cook -- because the other half sticks to the bottom of the pan 
0	By 1993 , it will eat up 10.6 % of all federal spending even if no new benefits are added 
0	Meanwhile , stay out of the sun to avoid skin cancer and do n't eat shellfish , which may have red tide 
0	A Cajun hot dog in one hand , Hurricane Slush in the other , I wander along Bourbon Street in the raffish French Quarter , just another media hound among 15 , 000 unleashed here to hunt down non-stories about the Crescent City -- eat some gumbo , listen to great jazz , buy souvenirs 
0	Wild animals are simply a nuisance , eating up crops and occasionally small children , and competing with cattle for grazing space 
0	Beyond that , conditions on board were so vile that `` the sailor was at greater risk eating his meals aboard than fighting . ''/''
0	Paulina and the old man go out to the laundry shed to eat their breakfasts 
0	"A countywide sewage-treatment plant recently began operations here ; the smell in a nearby neighborhood is so awful that one teen-age girl says she ca n't eat at home "
0	Richard Sherlund , an analyst with Goldman , Sachs & Co. said `` the company is going to have to eat crow because it told a lot of people it would be profitable . ''/''
0	Last October , he surpassed his own record by eating 2.6 kilograms 
0	Morty Bennett eats a scallop and shrimp entree at a Chinese restaurant in Miami 
0	The races mingle in department stores and at downtown restaurants , where city employees all eat between noon and one 
0	But the overwhelming mass of Soviet people eat dinner at home , after wasting millions of hours in line buying dreadful food , barely seeing a green vegetable in a state grocery all winter -LRB- although the citrus situation is vastly improved from what it once was -RRB- 
0	`` He just tried to eat the propeller , '' says Mr. Fox 
0	Another writer goes to Bulgaria , eats bad food , stays at a bad hotel whose name he translates as Rathole Fleabag , and generally has a terrible time 
0	Creating the special food solved the problem of what he could eat on future flights , but supplying fare for astronauts seemed limited as a business concept 
0	Plus a man who once ate an entire plane piece by piece 
0	New Year 's Day , after an afternoon of eating my mother-in-law 's chicken , I weigh in at 175 pounds 
0	If someone wants to eat fruits , nuts and organically grown vegetables from the back yard every day , fine 
0	They wo n't let her use her own stove or refrigerator , so she cooks and eats meals at a neighbor 's 
0	Administrators , who are required by state law to force-feed patients who ca n't or wo n't eat , are wrestling over what to do with one semicomatose tubefeeder 
0	Moreover , I have yet to eat a pizza that did n't leave the top of my mouth burned for several days afterward 
0	They eat lighter , smaller portions 
0	He said greenhouse workers using soils with sludge fertilizer could inhale asbestos , as could golfers and cattle eating grass from sludge-fertilized land 
0	Parasite infections of people who like to eat raw or undercooked fish are increasing , and the main cause is the rising population of seals and other protected marine mammals , scientists reported 
0	`` He ate breakfast here with the state president one day , '' the hotel manager says , `` so we figured his credit was good . ''/''
0	`` They eat this stuff up like rock music . ''/''
0	`` They eat their young 
0	Spirits may be the only solace in a land where the average person earns $ 350 a year and can never expect to have enough to eat 
0	He insists that Ashley 's death was an accident caused by the child tipping over a trash can and eating discarded pills 
0	And when various award-winning fruits and animals were assembled for a local TV shot , Chief tried to eliminate the 59-pound watermelon by eating it 
0	Since four people must live , eat and sleep in the tiny apartment , rooms and fixtures serve multiple functions 
0	He added that the hotel was `` safe enough for you , maybe , but you can understand my own misgivings about eating here . ''/''
0	`` I had to eat my words , '' he says 
0	If scientists have their way , U.S. consumers some day may be eating bacon that has its roots in China 
0	Refrigerants are one of several chemical products that contain chlorofluorocarbons thought to be eating away at the ozone layer , which shields the Earth from destructive ultraviolet rays 
0	Still , they did n't go quite as far as one Himalayan bear -- it ate the camera 
0	Now , employees are encouraged to eat in a company-subsidized dining room , and many trips have been eliminated 
0	You ca n't eat these confections , but paper making satisfies the senses all the same 
0	`` It is in advanced countries that people eat snails , '' says Mr. Lee , who raises the creatures by the hundreds of thousands in steamy tents in the suburbs of Seoul 
0	`` I think Korea is the first country at this economic level to eat snails . ''/''
0	To eat ? '' asks Chang Mi Ok , an elevator operator in Seoul , wrinkling her nose 
0	`` Most Koreans ' stomachs turn when they think of eating snails , '' Mr. Lee concedes 
0	Lesley Stahl called him `` the vice presidential pick that ate the Republican convention . ''/''
0	Only 30 % of all Canadians eat breakfast every day , compared with 55 % of all Americans 
0	These waters are full of the fish , mollusks and small crustaceans that lobsters like to eat 
0	Legg Mason 's continued expansion also ate into earnings 
0	No wonder most commanding officers say , `` Let them eat crackers , '' when their soldiers are out on field maneuvers 
0	In its native land , American Indians supposedly ate both the young shoots and pods of Asclepias syriaca and made a brown sugar from the flowers 
0	Now her family eats just one meal a day , on a new diet of chicken heads and feet , plus coffee and bread in the morning `` to fool the stomach , '' she says 
0	I wanted to eat fried foods and Snickers bars without worrying about how I 'd look in a leotard 
0	`` I tried to move and talk but that was impossible , '' recalled an Australian boy in 1973 , after he fell ill from eating puffer fish 
0	With total U.S. beer consumption leveling off and light beers eating away at regular brands ' market share , the only premium brand that is growing is Anheuser-Busch Cos. '/''
0	`` But it eats up the actual engine parts . ''/''
0	The hubcaps fell off , he says , and the tape decks `` had a reputation for eating cassettes . ''/''
0	It is showing up in jokes and commercials -- husbands who play lousy tennis , eat the wrong breakfast , buy the wrong brakes 
0	Mr. Josephson said Chase Manhattan will also provide additional financing necessary to see ICM through the Hollywood writers ' strike , which is eating into revenues it earns from commissions on screenplays and other projects 
0	Appetites of the elderly , cancer patients and other ill persons who tend not to eat might be revived by spraying the odorant-binding protein into the air or into the nose when meals are served , he speculated 
0	For those who eat only at four-star French restaurants , fajitas are a Tex-Mex specialty -- strips of grilled beef rolled up in flour tortillas with onions , peppers and guacamole 
0	They should be eating chocolate cake , instead they are bleeding from their souls . ''/''
0	Weak cows have bogged down in muddy ponds and died and some ranchers are burning the thorns off prickly pear cactus to give starving cattle something to eat 
0	Richard Mercier , a customs official , said there was n't any `` information indicating that anybody became ill '' from eating the cheese 
0	Adds Michael Julian , executive vice president of Norfolk , Va.-based Farm Fresh Inc . , another new NutriClean recruit: `` We are n't of the opinion that it is n't healthy to eat the produce in stores now , but we think it can be healthier . ''/''
0	`` They want to eat a certain kind of food , do a certain kind of exercise to prevent mortality , '' says Harvard 's Dr. Samuels 
0	Russians eat awful sausage by the ton 
0	For families too proud to eat at the kitchen with its storefront windows , a food pantry was added , allowing them to slip in quietly for bags of noodles , bread and baby formula 
0	`` They want the magic pill so they can continue eating pizza , ice cream and whatever junk they want . ''/''
0	On those farms , the average cow eats four to eight pounds of chocolate a day -- about a tenth of its total diet 
0	I believe your editors would find this combination more palatable when it is necessary for them to eat their words 
0	At Wally 's Cafe , the white woman behind the counter makes it clear from her expression that Mr. Kgori may order a sandwich but must eat it outside 
0	His brother Woody , who 's worth $ 100 million , is a grotesque 250-pound alcoholic moron who spends his time watching Arnold Schwarzenegger movies , eating peanuts , and floating stark naked on a rubber raft in his indoor swimming pool listening to favorites from `` My Fair Lady . '' -LRB- He also has raped and assaulted a showgirl. -RRB-/-RRB-
0	`` We encourage our people as much as we can to fly on United Airlines and eat Kellogg cereals , '' says Jack Ryan , executive vice president of Leo Burnett Co . , which also handles advertising for GM 's Oldsmobile division 
0	`` I just ca n't spot check whether our people are eating Kellogg Corn Flakes or Ralston Purina Wheat Chex in the morning . ''/''
0	When Will Vinton eats his Raisin Bran cereal every morning , he 'd like to reach into the bowl and shake the raisins ' little hands 
0	One grandfather had a sugar-cane field , until alternating patrols of Contras and Sandinistas ate it , stalk by stalk 
0	Then he packed the fish cavity with plastic bags full of ice to maintain freshness . -LRB- After all , somebody would be eating his models when he was done with them. -RRB-/-RRB-
0	`` And look here: Here I am eating the Guinness Book of Records . ''/''
0	Mr. Kulkarni won by eating 2.5 kilograms , or 5.7 pounds , of different types of glass 
0	`` She needs to try to eat , to exercise her facial muscles , to help with speech , '' says Mrs. Antillon optimistically 
0	Some say price cutting and greater competition from IBM will begin to eat away at Compaq 's sales 
0	Most seafood eaters never give a second thought to the safety of the delicacies they eat 
0	And scraping together the evidence for this often entails investigating a claimant 's personal life , checking such details as smoking , drinking and eating habits , emotional stability and family health history 
0	`` Campbell is smart enough to go in with a differentiated product called a Belgian waffle suggesting that 's what yuppies eat , '' said John McMillin , an analyst at Prudential-Bache Securities Inc 
1	But Mr. Quayle ca n't seem to escape controversy 
1	Baby hilariously escapes disaster , over and over , as the camera whips around at a hyperanimated pace 
1	Engineers intend to introduce deliberate flaws into two of the motor 's joints to prove that even with these defects , the redesigned motor has enough safety features to ensure that hot gases wo n't escape from it 
1	The leader of a failed coup in August , who escaped from a Manila prison Saturday , called on his supporters in the military to `` act and act boldly . ''/''
1	All of this took the extraordinary patience and determination of a man who escaped from a German prison camp on his third try and was elected president , also on his third try , after 23 years in opposition 
1	The leader of a failed coup in August , who escaped from a Manila prison Saturday , called on his supporters in the military to `` act and act boldly . ''/''
1	All agree that the state must diversify its industrial base to escape the recently detrimental reliance on oil , said Ron Jones , chairman of the New Orleans Business Council and president of Louisiana Coca Cola Bottling Ltd 
1	Some attorneys general contend that the competing measure would slow the law-enforcement process , allowing swindlers to escape while the states wait for FTC permission to act 
1	Kimberlon , the costume maker , tried generic packaging to escape the seasonal trap , even eliminating the word Halloween 
1	The three had been holed up in a consulate office since Sept. 13 , when they escaped from the police after lengthy detentions 
1	However , in her 17-page dissent , federal Judge Carolyn Dineen King said the case raised sensitive issues of international law but that `` U.S. employers should not be allowed to escape liability for discrimination by cloaking themselves in a conveniently acquired concern for the integrity of the sovereignty of foreign states . ''/''
1	Self-funded plans generally have escaped state taxation because they are regulated by the federal Employee Retirement Income Security Act of 1974 -LRB- ERISA -RRB- 
1	`` You use such minute quantities that it always seems like magic when it works , '' says Mrs. Fitzpatrick-Davis , a microbiology Ph.D. who left her research job at Becton , Dickinson & Co. to escape corporate routine and bureaucracy 
1	Some industry executives say Coke and Pepsi bottlers are locked in a battle from which they ca n't escape 
1	These latter weapons are intended to destroy any missiles that escape the first-phase interceptors 
1	At the same time , the quest for distinction increasingly includes details -- some of which may escape the average driver 
1	Thus , the claim that an individual joins a Reserve Component to escape combat is a paradox in terms since , in fact , the individual is serving his or her country and can be ordered into combat any time our national leaders so decree 
1	For years , he said , Cuba `` escaped United Nations censure or even scrutiny . ''/''
1	One clue will be that the Idaho fescue , blue bunch wheat grass and pine grass growing in fields where fire returned nutrients to the soil will be as much as a foot taller than the meadows that escaped the flames 
1	Chamberlain 's was a harrowing vision of `` people burrowing underground , trying to escape from poison gas , knowing that at any hour of the day or night death or mutilation was ready to come upon them . ''/''
1	Largely in response to that study , Congress included a provision in the 1986 act that was designed to ensure that no company reporting profit to its shareholders could escape tax altogether 
1	A plot has taken over St. Louis , from which no citizen , not the city 's ghetto slumlords nor its CEOs , can escape 
1	The priest reportedly escaped unharmed 
1	Brian J. Luedtke , a technical analyst at Piper , Jaffray & Hopwood , Minneapolis , said he believes investors need further evidence about the economy 's direction before the market will be able to escape from its recent malaise 
1	The ruling appears to narrow slightly a loophole through which the Fed has allowed state-chartered banks to escape the Bank Holding Company Act 's bar against insurance sales 
1	The importance of this electoral compact seems to have escaped Vice President Laurel , just as it escaped Senator Juan Ponce Enrile when he called for Mrs. Aquino 's resignation almost two years ago -- while serving as her defense minister 
1	He has finally escaped the shadow of his father . ''/''
1	Next week , NASA will test fire in Utah a solid-fuel rocket booster that has holes bored into it to see how well the booster 's backup seals contain escaping gases 
1	But Mr. Mulroney is arguing that Canada has escaped the most virulent forms of U.S. protectionism 
1	The birds , which bred in the wild after escaping captivity years ago , are charged with damaging property , creating a public nuisance , and other behavior unbecoming to a peacock 
1	Every one of the bidders except First RepublicBank management envisioned using the bridge bank not only to duck shareholders and creditors but to escape an escalating number of lawsuits that have been filed against First RepublicBank 
1	Young Jean escaped her family into literature and into a fast crowd she found at the University of Colorado 
1	Less than three gallons of phosphorous trichloride , a component of the herbicide Lasso , escaped into the air when a `` rupture disk , '' designed to break when pressure built up in the tank , gave way Sunday morning , said a spokeswoman for the St. Louis-based Monsanto Co. unit 
1	Mr. Rich 's departure and the collapse of the refinancing plan have raised questions among industry people about the future of MGM UA , which for months has been searching for ways to escape a heavy debt burden and finance an ambitious movie schedule 
1	Adm. Hayward 's case , which has escaped public notice since it started in 1985 , is n't part of the current nationwide investigation of Pentagon corruption and bid-rigging 
1	Mr. Tennyson said it 's unfair that foreign cigarette manufacturers who advertise through U.S. magazines will escape the ban 
1	Whether or not Drexel or the partnership was involved in any wrongdoing , how such suspicious trading escaped serious scrutiny is a story of regulatory ineptitude 
1	Along with veiling , Touareg women have escaped many other strictures that often apply to Moslems 
1	The arrangement would break new legal ground as a means for an insurer to escape its own potential liability by piggybacking on the Chapter 11 reorganization of a former policyholder 
1	The bus burst into flames , and the victims died of smoke inhalation when they could n't escape through a rear door -- one of only two exits on the bus 
1	To escape a heavy debt burden and to finance an ambitious movie schedule , cash-starved MGM UA Communications Co. is expected to sell off its Metro-Goldwyn-Mayer Pictures unit to three investors and the public , industry people said 
1	Both the details and big picture equally escaped Ashland 's attention , '' the report said 
1	Having escaped the risk of defeat , Iraq is rewriting history 
1	The court ruled , 5-4 , that companies selling equipment to the U.S. government may escape having to pay damages for injuries if the details of their contracts were set by the government and were followed by the manufacturers , and if the manufacturers warned the government of the dangers of using the products 
1	Whether it concentrates on business travel or consumer shopping , American Express wo n't escape aggressive competition from the bank-issued credit cards 
1	The change would allow off-highway fuel buyers to escape the tax altogether , as they did previously 
1	Regarding your statement , `` Mass transit and UDAG-like grants have escaped large cuts in the past , despite an abysmal record of performance , '' I suggest you check your figures 
1	Money that escapes the pockets of bureaucrats disappears into rat holes 
1	`` People do n't want to admit it , but you ca n't escape from it . ''/''
1	An owner can escape the sanction only by demonstrating that he neither knew nor had reason to know that any drugs were on the conveyance 
1	The plane , hijacked en route to Bogota from Medellin , later returned to Colombia , where the gunman , said to be carrying a pistol and hand grenades , escaped 
1	Among other things , the recently planted soybean and corn crop in the Midwest could escape unscathed if rains return shortly 
0	And so long as one-third of the black population is mired in poverty , blacks will not hear of dismantling programs that enabled so many within their ranks to escape poverty in the first place 
0	The escaped convict 's name is not Willie Horton , but Joseph Subilosky 
0	CO-OPS CONVERTING to condominiums can escape a tax on assets 
0	He escaped with only minor cuts 
0	Even Mr. MacKay ca n't escape the national party virus altogether , however 
0	Great Western Bank unveiled a bid to escape from the insolvent FSLIC and switch to the FDIC , which would be a blow to the thrift insurer 
0	Last summer , escaping an unwanted takeover , USG effected a leveraged recapitalization 
0	Fortunately for life on Earth , the nitrogen-oxygen atmosphere is relatively transparent to the long infrared waves coming off the sidewalks , soil and oceans , allowing the day 's solar heat to slowly escape to space 
0	Your Sept. 22 editorial `` The Liberal Plantation '' hangs on a badly flawed premise: that workfare can lead to `` steady work '' and help poor people `` escape welfare and lead independent lives . ''/''
0	Frightened , I tried to escape this hybrid of Samir and Othman , but the faster I ran , the faster it pursued me 
0	Other regions should escape relatively unscathed , she says 
0	He also refused both domestic and U.S. calls to step aside for a compromise plebiscite candidate , who might have benefited from Chile 's economic boom while escaping the stigma of the Pinochet regime 's appalling humanrights record 
0	Among the problems that can be addressed , and perhaps resolved , at the joint session is the output currently escaping OPEC 's quotas 
0	As a result , Mr. Bhirud said , the market may have trouble escaping from its recent trading range 
0	Both France and Italy want to escape the slow-growth effects of Bundesbank dominance of the EMS. West Germans , however , believes it is they that must adapt by showing a greater willingness to employ restrictive monetary and fiscal policies when these are needed to maintain currency stability 
0	The study of 250 of the nation 's largest profit-making corporations found that only 16 escaped taxation last year , compared with 40 in 1986 and 39 in 1985 
0	The agreement appears to allow Wilson , a pork processor and producer , to escape the clutches of Doskocil Cos . , a Hutchinson , Kan . , maker of pizza toppings that has waged an aggressive takeover battle 
0	Ne Win , however , saw that Burma escaped the Vietnam vortex 
0	A new study of Vietnam veterans suggests that most escaped heavy exposure to the poison dioxin , even if they served as ground troops in areas extensively sprayed with the dioxin-containing herbicide Agent Orange 
0	If the Federal Energy Regulatory Commission approves the plan , Panhandle will have escaped a total of about $ 4 billion in take-or-pay contract liabilities 
0	"Before , a corporation owner could give heirs common stock to freeze asset values at that point for them ; future asset appreciation would escape estate tax , and the parent could keep control and income through preferred stock "
0	As Jim Wells , head of the pesticide-use branch of the California Department of Food and Agriculture , notes , `` We can not escape one fact: we are living older , healthier and more mentally acute than we have ever lived in the history of mankind 
0	Plunging into a market most investors are struggling to escape , Henley spends $ 600 million 
0	Sugar tried to divorce itself from soybeans last week but could n't escape price declines as traders continued to play both markets 
0	The escaped gas can cause a problem if it mixes with moisture in the air , forming corrosive nitric acid 
0	You may withdraw cash temporarily from an individual retirement account and escape a tax or penalty , if you roll it all over into another IRA in 60 days 
0	Most patients will not be aware of an expensive test forgone or a consultation not provided -- omissions that can readily escape detection if they are limited in scope 
0	The issue first surfaced after Willie Horton , a first-degree murderer on life sentence without parole who had been on 10 successful furloughs , escaped in 1986 and was arrested in April 1987 and charged with the brutal assault of a Maryland couple 
0	We are not so advanced as a people that we can escape entirely those fears of shortages and deprivation that gripped our ancestors when nature turned ugly 
0	Mr. Cossa 's grain bin may be filling up , but just last month another 100 peasants -- looking for food and security -- moved into the village to escape the fighting in the countryside 
0	The Swiss chemical companies have n't escaped profit slowdowns or declines in recent years 
0	A drug dealer like Liviel McLellan should not be able to escape a prison sentence 
0	Lucky 's widely respected management appeared to have escaped Mr. Skaggs when it announced its $ 61-a-share buy-out plan in April 
0	Limited grew so quickly and was such a hit on Wall Street for so long `` that some of us thought it could escape the current fashion retail slump , but that is n't the case . ''/''
0	In the Challenger accident , hot gases escaping through motor seals ignited the shuttle 's external fuel tank 
0	The amendment did n't cover the National Security Council -LRB- a fact that continues to escape Lawrence Walsh -RRB- , so helping the Contras fell to a few workaholics in the Old Executive Office Building 
0	The Corolla sedan escaped any price increase 
0	The attraction: flexibility , a way to escape the corporate `` glass ceiling , '' and an experienced franchiser to help them learn the ropes 
0	It 's little wonder , then , that Susan has taken to escaping into the company of her delightfully charming , exceedingly attractive , immensely rich fantasy family: an adoring husband , a devoted daughter and a frothy younger brother whose only occupation in life is to pour yet another round of champagne -- `` champers , '' as he prefers to call it -- for the four of them 
0	But in talking with the FBI agent , the man not only denied he 'd killed anyone , he said that he had n't escaped from prison , that the warden had simply told him to leave one day after more than 20 years behind bars 
0	It seems that Mr. Jackson escapes the media 's searching questions of experience , public policy and character that other candidates are subjected to because of the delicate racial issue 
0	But war-torn Nicaragua today is freer than under Mr. Ortega 's predecessors , the Somozas , who managed in their 43-year reign to escape both a U.S.-sponsored invasion and your denunciations 
0	Testing these waters , he tried to make book on whether Robert Bork would reach the Supreme Court and on how much Oral Roberts would raise in his attempt to escape being called to God , but the Gaming Control Board barred the action 
0	Despite the problem , the Daedalus is almost ready for its main mission: a recreation this spring of the flight of the mythological Greek inventor Daedalus , who escaped from prison on the island of Crete by making wax-and-feather wings and flying 70 miles to the mainland of Greece 
0	In June 1986 , the Department of Correction announced that killer William Horton had escaped while on a weekend off from prison -- his 10th furlough 
0	Because Israel does n't have the luxury of an all-volunteer military force , its army ca n't escape the schisms of opinion that beset the wider society 
0	On Friday , another leader of the failed mutiny against President Aquino 's government escaped prison 
0	Noting today 's bullishness about the economy and the resurgence of mega-mergers , Mr. DeVoe is reminded of how a diver feels `` when all the reef fish disappear and you become aware of the complete silence , broken only by the escaping air bubbles 
0	Generale de Belgique 's 11 directors avoid ostentatious displays of wealth or power , partly to escape undue scrutiny in this small , densely populated country where visible wealth is taxed heavily 
0	Some are trying to escape childhoods troubled by missing fathers or drug-addicted mothers 
0	A federal judge reversed a decision that had given investors an apparent loophole to escape from the arbitration agreements their stockbrokers often require 
0	As a result , GM has wrapped up a complicated four-year legal battle over the sale of an earth-moving subsidiary , escaping any additional penalties 
0	While public attention in the West remains focused on the recent INF Treaty and nuclear arms control issues , a less dramatic Soviet diplomatic initiative is under way -- a new `` peace offensive '' that thus far has escaped the careful evaluation it merits 
0	Sidney Ganis , president of marketing , says the studio tries to remind Academy members of films that may have escaped notice 
0	Sears shares escaped with little damage , falling just 1 8 to 34 1 2 in active trading 
0	Two young women in the front seat were n't wearing belts , but escaped without permanent injuries 
0	What seems to escape him is that the central value of the free market is that it is inextricably intertwined with human freedom , both spiritually and materially 
0	The hard fact that has seemingly escaped Mr. Luck is that the newly minted top business-school graduates are fast becoming cost-ineffective for the typical and increasingly lean-and-mean American manufacturer 
0	The opposition parties argue that Canadian companies would shift their production to the U.S. to escape the taxes that fund such programs 
0	"Mr. Linda was lucky ; he escaped with his life "
0	Gillette Co. 's board adopted a bylaw that would forbid the company from using the tactics that helped it escape the clutches of Revlon Inc. in 1986 
0	Three anti-apartheid activists emerged from a 36-day stay at the U.S. consulate in Johannesburg , where they had sought refuge after escaping from police 
0	The pores permit carbon dioxide released by the respiring produce to escape the package , while allowing only small amounts of oxygen to enter . -LRB- Air is 21 % oxygen. -RRB-/-RRB-
0	The packaging industry has had some recent success with plastic films that allow carbon dioxide to escape and minimize the amount of oxygen allowed to enter the package 
0	And the ability of the bond market to escape relatively unscathed allowed stocks to move up a little . ''/''
0	Less than 0.01 millirem escaped into the atmosphere through a facility 's stack , and workers were n't evacuated , a statement from Savannah River said 
0	Banking industry spokesmen and key legislators at the time noted the `` moral-hazard '' risk of allowing depositors to escape all responsibility for their investment decisions 
0	Some physicians are in rebellion and patients will not escape unscathed 
0	A fourth anti-apartheid activist escaped detention in South Africa and took refuge in the U.S. consulate in Johannesburg , where three others have been sheltered 
0	The FAA ordered that all planes with 30 seats or more be outfitted with equipment that detects and helps pilots escape wind shear 
0	And Mr. Bush sometimes seemed to get lost in his own rhetoric-making , repeating , for example , references to `` a thousand points of light , '' a concept he used in his acceptance speech at the Republican convention but which seemed to escape most of the audience at Wake Forest University in Winston-Salem , N.C 
0	And since these guarantees were little used until recently , they have largely escaped scrutiny 
0	The company was acquired by Kelso & Co . , a New York investment banking firm , escaping a hostile takeover bid by Razorback Partners , made up of two New York partnerships 
0	The Federal Aviation Administration , trying to reduce the risk of accidents caused by wind shear , ordered that all planes with 30 seats or more be outfitted with equipment that detects and helps pilots escape the condition 
0	In addition to warning pilots when they hit unexpected , low-altitude wind shear , the new required equipment will provide the crew with computer-generated instructions on the best path to take to escape the wind shear 
0	About 100 , 000 Kurds -- a people not previously known for running -- have fled across the border to Turkey to escape the onslaught 
